mode,scenario,run,throughput_mbs,status,duration_s,notes
pinned,cpu2cuda,1,6547.6,SUCCESS,18.2,
pinned,cpu2cuda,2,6536.2,SUCCESS,18.1,
pinned,cpu2cuda,3,6483.1,SUCCESS,18.2,
pinned,cpu2cuda,4,6524.8,SUCCESS,18.2,
pinned,cpu2cuda,5,6427.9,SUCCESS,18.2,
pinned,cpu2cuda,6,6421.8,SUCCESS,18.9,
pinned,cpu2cuda,7,6542.5,SUCCESS,18.1,
pinned,cpu2cuda,8,6507.8,SUCCESS,18.1,
pinned,cpu2cuda,9,6471.7,SUCCESS,18.2,
pinned,cpu2cuda,10,6463.6,SUCCESS,18.2,
pageable,cpu2cuda,1,4458.9,SUCCESS,19.3,
pageable,cpu2cuda,2,4505.5,SUCCESS,19.2,
pageable,cpu2cuda,3,4502.6,SUCCESS,19.2,
pageable,cpu2cuda,4,4495.6,SUCCESS,19.2,
pageable,cpu2cuda,5,4500.5,SUCCESS,19.2,
pageable,cpu2cuda,6,4488.2,SUCCESS,19.3,
pageable,cpu2cuda,7,4478.2,SUCCESS,19.3,
pageable,cpu2cuda,8,4444.9,SUCCESS,19.3,
pageable,cpu2cuda,9,4499.4,SUCCESS,19.3,
pageable,cpu2cuda,10,4448.1,SUCCESS,19.3,
noreuse,cpu2cpu,1,1723.6,SUCCESS,27.4,
noreuse,cpu2cpu,2,1730.3,SUCCESS,26.3,
noreuse,cpu2cpu,3,1706.4,SUCCESS,26.4,
noreuse,cpu2cpu,4,1683.9,SUCCESS,26.5,
noreuse,cpu2cpu,5,1707.8,SUCCESS,26.3,
noreuse,cpu2cpu,6,1710.9,SUCCESS,26.3,
noreuse,cpu2cpu,7,1719.2,SUCCESS,26.3,
noreuse,cpu2cpu,8,1705.9,SUCCESS,27.0,
noreuse,cpu2cpu,9,1715.3,SUCCESS,26.4,
noreuse,cpu2cpu,10,1720.9,SUCCESS,26.3,
noreuse,cpu2cuda,1,1317.7,SUCCESS,28.2,
noreuse,cpu2cuda,2,1323.1,SUCCESS,28.0,
noreuse,cpu2cuda,3,1317.9,SUCCESS,28.1,
noreuse,cpu2cuda,4,1325.9,SUCCESS,28.0,
noreuse,cpu2cuda,5,1344.3,SUCCESS,27.7,
noreuse,cpu2cuda,6,1348.1,SUCCESS,27.7,
noreuse,cpu2cuda,7,1335.8,SUCCESS,27.8,
noreuse,cpu2cuda,8,1315.0,SUCCESS,28.2,
noreuse,cpu2cuda,9,1334.8,SUCCESS,27.9,
noreuse,cpu2cuda,10,1333.2,SUCCESS,28.0,
noreuse,cuda2cpu,1,1807.9,SUCCESS,25.0,
noreuse,cuda2cpu,2,1812.9,SUCCESS,25.6,
