mode,scenario,run,throughput_mbs,status,duration_s,notes
pinned,cpu2cuda,1,4534.7,SUCCESS,5.2,
pinned,cpu2cuda,2,4422.6,SUCCESS,5.1,
pinned,cpu2cuda,3,3930.4,SUCCESS,5.2,
pinned,cpu2cuda,4,4181.5,SUCCESS,5.3,
pinned,cpu2cuda,5,4151.1,SUCCESS,5.2,
pinned,cpu2cuda,6,3862.2,SUCCESS,6.2,
pinned,cpu2cuda,7,4334.2,SUCCESS,5.5,
pinned,cpu2cuda,8,4581.0,SUCCESS,5.2,
pinned,cpu2cuda,9,4238.1,SUCCESS,5.7,
pinned,cpu2cuda,10,4481.2,SUCCESS,5.3,
pageable,cpu2cuda,1,3879.5,SUCCESS,5.3,
pageable,cpu2cuda,2,3709.6,SUCCESS,5.6,
pageable,cpu2cuda,3,3948.4,SUCCESS,5.3,
pageable,cpu2cuda,4,4209.4,SUCCESS,5.2,
pageable,cpu2cuda,5,4194.3,SUCCESS,5.1,
pageable,cpu2cuda,6,4187.5,SUCCESS,5.2,
pageable,cpu2cuda,7,4154.9,SUCCESS,4.9,
pageable,cpu2cuda,8,4262.4,SUCCESS,5.1,
pageable,cpu2cuda,9,3593.3,SUCCESS,5.0,
pageable,cpu2cuda,10,4112.3,SUCCESS,5.1,
noreuse,cpu2cpu,1,1580.9,SUCCESS,6.5,
noreuse,cpu2cpu,2,1564.3,SUCCESS,6.6,
noreuse,cpu2cpu,3,1473.5,SUCCESS,7.0,
noreuse,cpu2cpu,4,1536.5,SUCCESS,6.6,
noreuse,cpu2cpu,5,1510.9,SUCCESS,6.7,
noreuse,cpu2cpu,6,1540.1,SUCCESS,6.7,
noreuse,cpu2cpu,7,1503.0,SUCCESS,7.6,
noreuse,cpu2cpu,8,1523.4,SUCCESS,6.6,
noreuse,cpu2cpu,9,1491.5,SUCCESS,6.6,
noreuse,cpu2cpu,10,1455.5,SUCCESS,6.8,
noreuse,cpu2cuda,1,1047.5,SUCCESS,6.5,
noreuse,cpu2cuda,2,1051.1,SUCCESS,6.6,
noreuse,cpu2cuda,3,1050.9,SUCCESS,6.5,
noreuse,cpu2cuda,4,961.6,SUCCESS,6.9,
noreuse,cpu2cuda,5,1017.0,SUCCESS,6.8,
noreuse,cpu2cuda,6,1018.3,SUCCESS,6.7,
noreuse,cpu2cuda,7,938.7,SUCCESS,6.9,
noreuse,cpu2cuda,8,1025.3,SUCCESS,6.6,
noreuse,cpu2cuda,9,1037.0,SUCCESS,6.5,
noreuse,cpu2cuda,10,974.8,SUCCESS,7.0,
noreuse,cuda2cpu,1,1603.1,SUCCESS,5.8,
noreuse,cuda2cpu,2,1725.2,SUCCESS,5.5,
noreuse,cuda2cpu,3,1705.8,SUCCESS,5.6,
noreuse,cuda2cpu,4,1682.5,SUCCESS,5.6,
noreuse,cuda2cpu,5,1746.2,SUCCESS,5.5,
noreuse,cuda2cpu,6,1641.5,SUCCESS,5.8,
noreuse,cuda2cpu,7,1682.8,SUCCESS,5.6,
noreuse,cuda2cpu,8,1730.5,SUCCESS,5.6,
noreuse,cuda2cpu,9,1726.2,SUCCESS,5.6,
noreuse,cuda2cpu,10,1673.8,SUCCESS,5.7,
auto,cpu2cpu,1,7893.1,SUCCESS,5.4,
auto,cpu2cpu,2,7328.4,SUCCESS,5.8,
auto,cpu2cpu,3,7586.8,SUCCESS,5.7,
auto,cpu2cpu,4,7579.3,SUCCESS,5.8,
auto,cpu2cpu,5,7813.4,SUCCESS,5.4,
auto,cpu2cpu,6,7868.9,SUCCESS,5.6,
