mode,scenario,run,throughput_mbs,status,duration_s,notes
nofastpath,cuda2cpu,7,7299.0,SUCCESS,4.3,
nofastpath,cuda2cpu,8,7127.0,SUCCESS,4.3,
nofastpath,cuda2cpu,9,7034.5,SUCCESS,4.4,
nofastpath,cuda2cpu,10,7146.9,SUCCESS,4.3,
noreuse,cpu2cpu,1,1461.8,SUCCESS,6.3,
noreuse,cpu2cpu,2,1587.0,SUCCESS,6.3,
noreuse,cpu2cpu,3,1611.0,SUCCESS,6.2,
noreuse,cpu2cpu,4,1589.5,SUCCESS,6.1,
noreuse,cpu2cpu,5,1540.4,SUCCESS,6.2,
noreuse,cpu2cpu,6,1553.8,SUCCESS,6.3,
noreuse,cpu2cpu,7,1588.4,SUCCESS,6.2,
noreuse,cpu2cpu,8,1572.5,SUCCESS,6.2,
noreuse,cpu2cpu,9,1526.9,SUCCESS,6.4,
noreuse,cpu2cpu,10,1610.3,SUCCESS,6.3,
noreuse,cpu2cuda,1,1100.6,SUCCESS,6.0,
noreuse,cpu2cuda,2,1069.3,SUCCESS,5.9,
noreuse,cpu2cuda,3,1125.1,SUCCESS,5.8,
noreuse,cpu2cuda,4,1160.6,SUCCESS,5.8,
noreuse,cpu2cuda,5,1180.5,SUCCESS,5.9,
noreuse,cpu2cuda,6,1181.1,SUCCESS,5.6,
noreuse,cpu2cuda,7,1169.2,SUCCESS,5.6,
noreuse,cpu2cuda,8,1145.3,SUCCESS,5.7,
noreuse,cpu2cuda,9,1172.2,SUCCESS,5.8,
noreuse,cpu2cuda,10,1152.5,SUCCESS,5.7,
noreuse,cuda2cpu,1,1856.1,SUCCESS,5.1,
noreuse,cuda2cpu,2,1880.1,SUCCESS,5.0,
noreuse,cuda2cpu,3,1886.6,SUCCESS,5.0,
noreuse,cuda2cpu,4,1871.5,SUCCESS,5.0,
noreuse,cuda2cpu,5,1892.2,SUCCESS,5.0,
noreuse,cuda2cpu,6,1877.3,SUCCESS,5.0,
noreuse,cuda2cpu,7,1880.2,SUCCESS,5.0,
noreuse,cuda2cpu,8,1885.0,SUCCESS,5.0,
noreuse,cuda2cpu,9,1895.4,SUCCESS,5.0,
noreuse,cuda2cpu,10,1884.0,SUCCESS,5.0,
