mode,scenario,run,throughput_mbs,status,duration_s,notes
pinned,cpu2cuda,1,3046.0,SUCCESS,4.1,
pinned,cpu2cuda,2,2976.2,SUCCESS,4.0,
pinned,cpu2cuda,3,3060.1,SUCCESS,3.9,
pinned,cpu2cuda,4,3130.4,SUCCESS,4.0,
pinned,cpu2cuda,5,3085.1,SUCCESS,3.9,
pinned,cpu2cuda,6,3236.2,SUCCESS,4.0,
pinned,cpu2cuda,7,3016.6,SUCCESS,3.9,
pinned,cpu2cuda,8,2886.2,SUCCESS,3.8,
pinned,cpu2cuda,9,3262.1,SUCCESS,3.9,
pinned,cpu2cuda,10,2960.4,SUCCESS,3.9,
pageable,cpu2cuda,1,3903.5,SUCCESS,3.8,
pageable,cpu2cuda,2,4409.6,SUCCESS,3.9,
pageable,cpu2cuda,3,3501.8,SUCCESS,4.0,
pageable,cpu2cuda,4,3932.5,SUCCESS,3.7,
pageable,cpu2cuda,5,4048.4,SUCCESS,4.0,
pageable,cpu2cuda,6,4021.9,SUCCESS,3.9,
pageable,cpu2cuda,7,4116.9,SUCCESS,4.0,
pageable,cpu2cuda,8,3853.7,SUCCESS,4.0,
pageable,cpu2cuda,9,3721.6,SUCCESS,4.0,
pageable,cpu2cuda,10,4214.5,SUCCESS,3.7,
noreuse,cpu2cpu,1,1313.0,SUCCESS,5.2,
noreuse,cpu2cpu,2,1182.9,SUCCESS,5.2,
noreuse,cpu2cpu,3,1153.5,SUCCESS,5.2,
noreuse,cpu2cpu,4,1254.3,SUCCESS,5.1,
noreuse,cpu2cpu,5,1011.2,SUCCESS,5.4,
noreuse,cpu2cpu,6,983.5,SUCCESS,5.5,
noreuse,cpu2cpu,7,1244.3,SUCCESS,5.2,
noreuse,cpu2cpu,8,1121.1,SUCCESS,5.2,
noreuse,cpu2cpu,9,1355.3,SUCCESS,5.2,
noreuse,cpu2cpu,10,1229.5,SUCCESS,5.2,
noreuse,cpu2cuda,1,721.8,SUCCESS,4.8,
noreuse,cpu2cuda,2,898.2,SUCCESS,4.5,
noreuse,cpu2cuda,3,798.6,SUCCESS,4.9,
noreuse,cpu2cuda,4,918.4,SUCCESS,4.5,
noreuse,cpu2cuda,5,875.2,SUCCESS,4.4,
noreuse,cpu2cuda,6,906.8,SUCCESS,4.5,
noreuse,cpu2cuda,7,860.4,SUCCESS,4.6,
noreuse,cpu2cuda,8,908.9,SUCCESS,4.5,
noreuse,cpu2cuda,9,922.4,SUCCESS,4.5,
noreuse,cpu2cuda,10,892.3,SUCCESS,4.5,
noreuse,cuda2cpu,1,1643.7,SUCCESS,3.9,
noreuse,cuda2cpu,2,1567.2,SUCCESS,3.9,
noreuse,cuda2cpu,3,1566.0,SUCCESS,4.0,
noreuse,cuda2cpu,4,1577.8,SUCCESS,3.9,
noreuse,cuda2cpu,5,1631.3,SUCCESS,3.8,
noreuse,cuda2cpu,6,1564.0,SUCCESS,3.9,
noreuse,cuda2cpu,7,1569.0,SUCCESS,3.9,
noreuse,cuda2cpu,8,1625.8,SUCCESS,3.9,
noreuse,cuda2cpu,9,1550.6,SUCCESS,4.0,
noreuse,cuda2cpu,10,1512.2,SUCCESS,4.0,
auto,cpu2cpu,1,5421.6,SUCCESS,4.6,
auto,cpu2cpu,2,5364.9,SUCCESS,4.7,
auto,cpu2cpu,3,5437.5,SUCCESS,4.4,
auto,cpu2cpu,4,5387.0,SUCCESS,4.7,
auto,cpu2cpu,5,5215.7,SUCCESS,4.7,
auto,cpu2cpu,6,4633.3,SUCCESS,4.8,
auto,cpu2cpu,7,5016.6,SUCCESS,4.5,
auto,cpu2cpu,8,4816.2,SUCCESS,4.8,
auto,cpu2cpu,9,5284.9,SUCCESS,4.7,
auto,cpu2cpu,10,4948.8,SUCCESS,4.5,
auto,cpu2cuda,1,4380.5,SUCCESS,3.9,
auto,cpu2cuda,2,4568.2,SUCCESS,3.8,
auto,cpu2cuda,3,4492.0,SUCCESS,3.8,
auto,cpu2cuda,4,4336.0,SUCCESS,3.9,
auto,cpu2cuda,5,4263.6,SUCCESS,3.8,
auto,cpu2cuda,6,4094.1,SUCCESS,3.7,
auto,cpu2cuda,7,3975.9,SUCCESS,3.8,
auto,cpu2cuda,8,4198.1,SUCCESS,4.0,
auto,cpu2cuda,9,3915.3,SUCCESS,4.0,
auto,cpu2cuda,10,4331.0,SUCCESS,4.0,
auto,cuda2cpu,1,5995.9,SUCCESS,3.7,
auto,cuda2cpu,2,7294.4,SUCCESS,3.6,
auto,cuda2cpu,3,7298.7,SUCCESS,3.6,
auto,cuda2cpu,4,6849.1,SUCCESS,3.7,
auto,cuda2cpu,5,6307.7,SUCCESS,3.6,
auto,cuda2cpu,6,7426.6,SUCCESS,3.6,
auto,cuda2cpu,7,7198.0,SUCCESS,3.6,
auto,cuda2cpu,8,6937.9,SUCCESS,3.6,
auto,cuda2cpu,9,6636.4,SUCCESS,3.8,
auto,cuda2cpu,10,6117.6,SUCCESS,3.6,
nofastpath,cpu2cpu,1,4216.2,SUCCESS,4.9,
nofastpath,cpu2cpu,2,4656.8,SUCCESS,4.8,
nofastpath,cpu2cpu,3,4720.0,SUCCESS,4.8,
nofastpath,cpu2cpu,4,4957.1,SUCCESS,4.7,
nofastpath,cpu2cpu,5,4971.1,SUCCESS,4.7,
nofastpath,cpu2cpu,6,4252.9,SUCCESS,4.8,
nofastpath,cpu2cpu,7,4629.1,SUCCESS,4.8,
