mode,scenario,run,throughput_mbs,status,duration_s,notes
noreuse,cpu2cuda,5,1292.1,SUCCESS,28.3,
noreuse,cpu2cuda,6,1281.7,SUCCESS,28.4,
noreuse,cpu2cuda,7,1289.8,SUCCESS,28.3,
noreuse,cpu2cuda,8,1276.6,SUCCESS,28.4,
noreuse,cpu2cuda,9,1294.1,SUCCESS,28.5,
noreuse,cpu2cuda,10,1290.2,SUCCESS,28.4,
noreuse,cuda2cpu,1,1763.1,SUCCESS,25.0,
noreuse,cuda2cpu,2,1727.2,SUCCESS,25.6,
noreuse,cuda2cpu,3,1720.6,SUCCESS,25.8,
noreuse,cuda2cpu,4,1777.5,SUCCESS,25.0,
noreuse,cuda2cpu,5,1786.0,SUCCESS,25.0,
noreuse,cuda2cpu,6,1771.6,SUCCESS,25.2,
noreuse,cuda2cpu,7,1795.0,SUCCESS,24.7,
noreuse,cuda2cpu,8,1804.5,SUCCESS,24.5,
noreuse,cuda2cpu,9,1786.1,SUCCESS,24.8,
noreuse,cuda2cpu,10,1767.6,SUCCESS,25.2,
