mode,scenario,run,throughput_mbs,status,duration_s,notes
full,cpu2cpu,1,7090.5,SUCCESS,8.0,
full,cpu2cpu,2,7026.2,SUCCESS,7.6,
full,cpu2cpu,3,6987.1,SUCCESS,7.6,
full,cpu2cpu,4,6889.1,SUCCESS,7.7,
full,cpu2cpu,5,7154.3,SUCCESS,7.7,
full,cpu2cpu,6,7077.9,SUCCESS,7.7,
full,cpu2cpu,7,6915.5,SUCCESS,7.8,
full,cpu2cpu,8,7027.0,SUCCESS,7.7,
full,cpu2cpu,9,7079.0,SUCCESS,7.8,
full,cpu2cpu,10,6940.7,SUCCESS,7.7,
full,cpu2cuda,1,4885.9,SUCCESS,7.0,
full,cpu2cuda,2,5117.5,SUCCESS,6.9,
full,cpu2cuda,3,5147.4,SUCCESS,7.0,
full,cpu2cuda,4,5114.2,SUCCESS,6.9,
full,cpu2cuda,5,5043.5,SUCCESS,7.0,
full,cpu2cuda,6,4958.7,SUCCESS,7.0,
full,cpu2cuda,7,5077.1,SUCCESS,7.0,
full,cpu2cuda,8,4987.5,SUCCESS,7.0,
full,cpu2cuda,9,5184.1,SUCCESS,6.9,
full,cpu2cuda,10,5151.9,SUCCESS,7.1,
full,cuda2cpu,1,7859.6,SUCCESS,6.8,
full,cuda2cpu,2,8034.4,SUCCESS,6.6,
full,cuda2cpu,3,7940.1,SUCCESS,6.7,
full,cuda2cpu,4,7996.9,SUCCESS,6.7,
full,cuda2cpu,5,7946.7,SUCCESS,6.7,
full,cuda2cpu,6,7932.0,SUCCESS,6.8,
full,cuda2cpu,7,8010.8,SUCCESS,6.7,
full,cuda2cpu,8,8041.6,SUCCESS,6.7,
full,cuda2cpu,9,7789.6,SUCCESS,6.9,
full,cuda2cpu,10,8046.6,SUCCESS,6.7,
pageable,cpu2cpu,1,7131.8,SUCCESS,7.6,
pageable,cpu2cpu,2,7077.5,SUCCESS,7.7,
pageable,cpu2cpu,3,7006.8,SUCCESS,7.6,
pageable,cpu2cpu,4,7095.6,SUCCESS,7.7,
pageable,cpu2cpu,5,7024.6,SUCCESS,7.7,
pageable,cpu2cpu,6,7015.1,SUCCESS,7.7,
pageable,cpu2cpu,7,7208.2,SUCCESS,7.6,
pageable,cpu2cpu,8,7182.1,SUCCESS,7.7,
pageable,cpu2cpu,9,7140.9,SUCCESS,7.7,
pageable,cpu2cpu,10,7088.7,SUCCESS,7.7,
pageable,cpu2cuda,1,4106.8,SUCCESS,7.3,
pageable,cpu2cuda,2,4142.8,SUCCESS,7.2,
pageable,cpu2cuda,3,4102.9,SUCCESS,7.3,
pageable,cpu2cuda,4,4024.3,SUCCESS,7.2,
pageable,cpu2cuda,5,4106.8,SUCCESS,7.2,
pageable,cpu2cuda,6,4143.0,SUCCESS,7.2,
pageable,cpu2cuda,7,4097.0,SUCCESS,7.2,
pageable,cpu2cuda,8,4101.5,SUCCESS,7.2,
pageable,cpu2cuda,9,4055.9,SUCCESS,7.2,
