mode,scenario,run,throughput_mbs,status,duration_s,notes
nofastpath,cuda2cpu,10,7696.1,SUCCESS,10.3,
noreuse,cpu2cpu,1,1570.0,SUCCESS,15.3,
noreuse,cpu2cpu,2,1565.3,SUCCESS,15.4,
noreuse,cpu2cpu,3,1563.3,SUCCESS,15.3,
noreuse,cpu2cpu,4,1567.4,SUCCESS,15.3,
noreuse,cpu2cpu,5,1567.6,SUCCESS,15.3,
noreuse,cpu2cpu,6,1461.9,SUCCESS,16.3,
noreuse,cpu2cpu,7,1457.5,SUCCESS,16.4,
noreuse,cpu2cpu,8,1599.1,SUCCESS,15.2,
noreuse,cpu2cpu,9,1609.8,SUCCESS,15.2,
noreuse,cpu2cpu,10,1621.9,SUCCESS,15.1,
noreuse,cpu2cuda,1,1208.4,SUCCESS,16.0,
noreuse,cpu2cuda,2,1210.1,SUCCESS,16.0,
noreuse,cpu2cuda,3,1237.6,SUCCESS,15.8,
noreuse,cpu2cuda,4,1241.1,SUCCESS,15.8,
noreuse,cpu2cuda,5,1232.0,SUCCESS,15.8,
noreuse,cpu2cuda,6,1242.7,SUCCESS,15.9,
noreuse,cpu2cuda,7,1250.2,SUCCESS,15.7,
noreuse,cpu2cuda,8,1244.8,SUCCESS,15.7,
noreuse,cpu2cuda,9,1237.1,SUCCESS,15.8,
noreuse,cpu2cuda,10,1225.8,SUCCESS,15.9,
noreuse,cuda2cpu,1,1664.2,SUCCESS,14.4,
noreuse,cuda2cpu,2,1507.0,SUCCESS,16.2,
noreuse,cuda2cpu,3,1727.0,SUCCESS,14.0,
noreuse,cuda2cpu,4,1741.8,SUCCESS,13.8,
noreuse,cuda2cpu,5,1741.4,SUCCESS,13.9,
noreuse,cuda2cpu,6,1730.2,SUCCESS,14.0,
noreuse,cuda2cpu,7,1528.5,SUCCESS,15.4,
noreuse,cuda2cpu,8,1712.4,SUCCESS,14.2,
noreuse,cuda2cpu,9,1712.6,SUCCESS,14.1,
noreuse,cuda2cpu,10,1726.0,SUCCESS,14.0,
