mode,scenario,run,throughput_mbs,status,duration_s,notes
full,cpu2cpu,1,6955.7,SUCCESS,3.9,
full,cpu2cpu,2,7927.9,SUCCESS,3.9,
full,cpu2cpu,3,8695.9,SUCCESS,3.9,
full,cpu2cpu,4,7926.1,SUCCESS,4.0,
full,cpu2cpu,5,7835.3,SUCCESS,3.9,
full,cpu2cpu,6,7646.5,SUCCESS,3.9,
full,cpu2cpu,7,6876.2,SUCCESS,4.0,
full,cpu2cpu,8,7352.3,SUCCESS,3.9,
full,cpu2cpu,9,7052.0,SUCCESS,3.9,
full,cpu2cpu,10,7904.2,SUCCESS,3.9,
full,cpu2cuda,1,1633.1,SUCCESS,3.1,
full,cpu2cuda,2,1717.9,SUCCESS,3.1,
full,cpu2cuda,3,1623.2,SUCCESS,3.1,
full,cpu2cuda,4,1702.5,SUCCESS,3.1,
full,cpu2cuda,5,1788.0,SUCCESS,3.3,
full,cpu2cuda,6,1651.2,SUCCESS,3.3,
full,cpu2cuda,7,1852.6,SUCCESS,3.1,
full,cpu2cuda,8,1737.0,SUCCESS,3.1,
full,cpu2cuda,9,1351.1,SUCCESS,3.2,
full,cpu2cuda,10,1691.8,SUCCESS,3.2,
full,cuda2cpu,1,3427.8,SUCCESS,3.1,
full,cuda2cpu,2,4504.1,SUCCESS,3.0,
full,cuda2cpu,3,4563.8,SUCCESS,3.0,
full,cuda2cpu,4,4431.6,SUCCESS,3.0,
full,cuda2cpu,5,4247.3,SUCCESS,3.0,
full,cuda2cpu,6,4245.1,SUCCESS,3.0,
full,cuda2cpu,7,4369.1,SUCCESS,3.0,
full,cuda2cpu,8,4218.7,SUCCESS,3.0,
full,cuda2cpu,9,4146.1,SUCCESS,2.9,
full,cuda2cpu,10,4006.3,SUCCESS,3.0,
pageable,cpu2cpu,1,7823.9,SUCCESS,3.9,
pageable,cpu2cpu,2,6986.4,SUCCESS,3.9,
pageable,cpu2cpu,3,7267.2,SUCCESS,3.9,
pageable,cpu2cpu,4,8942.1,SUCCESS,3.9,
pageable,cpu2cpu,5,8210.7,SUCCESS,3.9,
pageable,cpu2cpu,6,6037.0,SUCCESS,4.0,
pageable,cpu2cpu,7,7355.1,SUCCESS,4.0,
pageable,cpu2cpu,8,8156.2,SUCCESS,3.9,
pageable,cpu2cpu,9,7353.7,SUCCESS,3.9,
pageable,cpu2cpu,10,7142.1,SUCCESS,3.9,
pageable,cpu2cuda,1,3348.4,SUCCESS,3.1,
pageable,cpu2cuda,2,3915.1,SUCCESS,3.1,
pageable,cpu2cuda,3,3574.4,SUCCESS,3.0,
pageable,cpu2cuda,4,3101.4,SUCCESS,3.1,
pageable,cpu2cuda,5,3177.0,SUCCESS,3.0,
pageable,cpu2cuda,6,3513.6,SUCCESS,3.1,
pageable,cpu2cuda,7,3419.6,SUCCESS,3.1,
pageable,cpu2cuda,8,3312.3,SUCCESS,3.1,
pageable,cpu2cuda,9,3536.6,SUCCESS,3.0,
pageable,cpu2cuda,10,3443.1,SUCCESS,3.1,
pageable,cuda2cpu,1,4511.4,SUCCESS,2.9,
pageable,cuda2cpu,2,4097.7,SUCCESS,2.9,
pageable,cuda2cpu,3,3909.7,SUCCESS,2.9,
