mode,scenario,run,throughput_mbs,status,duration_s,notes
pinned,cpu2cuda,1,4152.4,SUCCESS,4.7,
pinned,cpu2cuda,2,4028.7,SUCCESS,4.7,
pinned,cpu2cuda,3,4022.6,SUCCESS,4.7,
pinned,cpu2cuda,4,4213.6,SUCCESS,4.6,
pinned,cpu2cuda,5,4352.8,SUCCESS,4.7,
pinned,cpu2cuda,6,3991.0,SUCCESS,4.7,
pinned,cpu2cuda,7,3990.9,SUCCESS,4.8,
pinned,cpu2cuda,8,4012.1,SUCCESS,4.9,
pinned,cpu2cuda,9,3932.9,SUCCESS,4.9,
pinned,cpu2cuda,10,3669.4,SUCCESS,5.1,
pageable,cpu2cuda,1,4363.1,SUCCESS,4.7,
pageable,cpu2cuda,2,4327.9,SUCCESS,4.3,
pageable,cpu2cuda,3,4260.7,SUCCESS,4.7,
pageable,cpu2cuda,4,4367.1,SUCCESS,4.6,
pageable,cpu2cuda,5,4111.8,SUCCESS,4.4,
pageable,cpu2cuda,6,4021.2,SUCCESS,4.8,
pageable,cpu2cuda,7,4238.7,SUCCESS,4.7,
pageable,cpu2cuda,8,4278.5,SUCCESS,4.6,
pageable,cpu2cuda,9,4232.5,SUCCESS,4.5,
pageable,cpu2cuda,10,4176.4,SUCCESS,4.8,
noreuse,cpu2cpu,1,1446.9,SUCCESS,6.0,
noreuse,cpu2cpu,2,1414.5,SUCCESS,6.3,
noreuse,cpu2cpu,3,1414.1,SUCCESS,6.1,
noreuse,cpu2cpu,4,1410.2,SUCCESS,6.1,
noreuse,cpu2cpu,5,1237.1,SUCCESS,6.6,
noreuse,cpu2cpu,6,1303.6,SUCCESS,7.1,
noreuse,cpu2cpu,7,1225.5,SUCCESS,6.8,
noreuse,cpu2cpu,8,1466.5,SUCCESS,6.2,
noreuse,cpu2cpu,9,1438.8,SUCCESS,6.1,
noreuse,cpu2cpu,10,1421.0,SUCCESS,6.1,
noreuse,cpu2cuda,1,1030.2,SUCCESS,5.9,
noreuse,cpu2cuda,2,1006.4,SUCCESS,5.9,
noreuse,cpu2cuda,3,962.1,SUCCESS,5.9,
noreuse,cpu2cuda,4,918.8,SUCCESS,6.3,
noreuse,cpu2cuda,5,891.0,SUCCESS,6.3,
noreuse,cpu2cuda,6,939.9,SUCCESS,6.2,
