mode,scenario,run,throughput_mbs,status,duration_s,notes
pinned,cpu2cuda,1,5311.2,SUCCESS,11.2,
pinned,cpu2cuda,2,5524.6,SUCCESS,10.9,
pinned,cpu2cuda,3,5627.7,SUCCESS,11.2,
pinned,cpu2cuda,4,5314.5,SUCCESS,11.1,
pinned,cpu2cuda,5,5520.9,SUCCESS,10.9,
pinned,cpu2cuda,6,5351.9,SUCCESS,11.0,
pinned,cpu2cuda,7,5442.4,SUCCESS,11.3,
pinned,cpu2cuda,8,5661.8,SUCCESS,10.9,
pinned,cpu2cuda,9,5199.1,SUCCESS,11.1,
pinned,cpu2cuda,10,5405.8,SUCCESS,11.2,
pageable,cpu2cuda,1,4322.7,SUCCESS,11.3,
pageable,cpu2cuda,2,4377.9,SUCCESS,11.2,
pageable,cpu2cuda,3,4389.6,SUCCESS,11.6,
pageable,cpu2cuda,4,4316.3,SUCCESS,11.4,
pageable,cpu2cuda,5,4311.8,SUCCESS,11.2,
pageable,cpu2cuda,6,4266.1,SUCCESS,11.4,
pageable,cpu2cuda,7,4356.1,SUCCESS,11.4,
pageable,cpu2cuda,8,4279.5,SUCCESS,11.4,
pageable,cpu2cuda,9,4403.3,SUCCESS,11.2,
pageable,cpu2cuda,10,4165.6,SUCCESS,11.5,
noreuse,cpu2cpu,1,1694.5,SUCCESS,15.1,
noreuse,cpu2cpu,2,1664.6,SUCCESS,15.3,
noreuse,cpu2cpu,3,1666.3,SUCCESS,15.7,
noreuse,cpu2cpu,4,1663.7,SUCCESS,15.3,
noreuse,cpu2cpu,5,1679.2,SUCCESS,15.3,
noreuse,cpu2cpu,6,1635.9,SUCCESS,15.3,
noreuse,cpu2cpu,7,1668.4,SUCCESS,15.3,
noreuse,cpu2cpu,8,1648.6,SUCCESS,15.3,
noreuse,cpu2cpu,9,1669.3,SUCCESS,15.4,
noreuse,cpu2cpu,10,1648.1,SUCCESS,15.2,
noreuse,cpu2cuda,1,1239.8,SUCCESS,16.1,
noreuse,cpu2cuda,2,1263.3,SUCCESS,15.9,
noreuse,cpu2cuda,3,1249.2,SUCCESS,16.0,
noreuse,cpu2cuda,4,1265.0,SUCCESS,15.9,
noreuse,cpu2cuda,5,1269.0,SUCCESS,15.8,
noreuse,cpu2cuda,6,1261.7,SUCCESS,16.0,
noreuse,cpu2cuda,7,1238.7,SUCCESS,16.1,
noreuse,cpu2cuda,8,1273.7,SUCCESS,15.7,
